,accommodates,bathrooms,bedrooms,beds,guests_included,availability_30,number_of_reviews,number_of_reviews_ltm,review_scores_cleanliness,review_scores_location,reviews_per_month,price,has_availability,host_response_rate,instant_bookable,cancellation_policy,security_deposit,host_is_superhost,host_name,host_location,host_neighbourhood,property_type,neighbourhood,host_verifications,host_response_time,room_type,extra_people,zipcode
9469,3,1.0,1.0,2.0,2,0,1,1,10.0,10.0,0.11,55.0,0,1,1,3,0,0,106,166,31,1,1,170,3,0,1,60
9470,2,1.0,1.0,1.0,1,5,63,63,10.0,10.0,6.63,100.0,0,1,1,4,0,1,274,126,30,1,1,130,3,0,0,23
9471,2,1.0,1.0,1.0,1,6,64,64,10.0,10.0,6.64,125.0,0,1,1,4,0,1,274,126,30,1,11,130,3,0,0,23
9472,3,1.0,1.0,1.0,2,11,29,29,9.0,10.0,3.23,80.0,0,1,0,0,33,0,877,126,36,1,10,118,1,0,15,21
9473,4,2.0,2.0,3.0,1,2,40,40,10.0,10.0,5.17,90.0,0,46,1,3,9,0,1346,125,39,1,13,24,3,0,0,27
9474,5,1.0,2.0,3.0,4,7,27,27,10.0,10.0,3.08,150.0,0,1,1,3,71,0,612,126,38,1,1,90,3,0,1,25
9475,2,1.0,1.0,1.0,2,7,41,41,10.0,10.0,4.26,65.0,0,1,1,4,0,1,274,126,30,1,1,130,3,0,0,23
9476,2,1.0,2.0,2.0,1,13,2,2,10.0,10.0,0.22,54.0,0,1,1,0,0,0,1863,126,26,14,4,118,2,2,24,33
9477,2,1.0,1.0,1.0,1,0,1,1,10.0,10.0,0.1,50.0,0,1,0,0,0,0,174,126,14,14,3,59,3,2,0,58
9478,4,1.0,1.0,2.0,1,16,31,31,10.0,10.0,3.21,80.0,0,37,1,0,0,1,647,126,26,1,4,170,3,0,0,44
9479,2,1.0,1.0,1.0,1,0,0,0,10.0,10.0,1.46,60.0,0,1,0,0,0,0,1567,126,31,1,7,57,3,0,0,60
9480,2,1.0,1.0,1.0,1,0,4,4,10.0,9.0,0.45,80.0,0,28,1,3,9,0,1432,166,26,1,4,170,3,0,0,33
9481,5,2.0,3.0,4.0,2,3,7,7,10.0,9.0,1.3,29.0,0,1,0,0,33,1,3,126,2,1,0,65,3,0,15,48
9482,6,2.0,2.0,6.0,2,4,18,18,10.0,10.0,1.81,130.0,0,1,1,4,40,0,561,125,38,14,1,124,3,0,50,23
9483,2,1.0,1.0,1.0,1,20,10,10,10.0,10.0,1.12,95.0,0,1,1,3,73,1,1448,178,37,1,8,126,1,2,0,25
9484,4,1.0,1.0,2.0,1,0,26,26,9.0,9.0,2.71,46.0,0,37,1,0,0,0,1741,166,39,1,13,170,3,0,47,29
9485,6,1.0,2.0,1.0,4,3,55,55,10.0,9.0,5.48,53.0,0,24,1,0,0,0,686,166,26,1,4,92,3,0,8,44
9486,4,1.0,1.0,2.0,2,1,33,33,10.0,10.0,3.33,39.0,0,1,1,4,21,0,106,126,34,1,4,75,3,0,1,36
9487,5,1.0,3.0,5.0,1,6,15,15,10.0,9.0,1.58,60.0,0,1,0,3,0,1,1197,126,14,7,3,90,2,0,0,56
9488,4,1.0,1.0,2.0,2,13,12,12,10.0,10.0,2.0,50.0,0,44,1,3,0,0,943,126,2,1,0,135,3,0,8,40
9489,4,2.0,1.0,2.0,2,5,30,30,10.0,10.0,5.77,100.0,0,1,1,3,9,1,1962,126,39,1,6,128,3,0,15,19
9490,4,1.0,1.0,1.0,3,18,22,22,8.0,10.0,4.02,75.0,0,1,0,3,33,0,877,126,36,1,10,118,1,0,15,21
9491,3,2.0,1.0,2.0,2,0,10,10,10.0,10.0,3.0,167.0,0,1,1,3,0,1,1915,126,28,1,1,130,3,0,20,23
9492,1,2.0,1.0,1.0,1,16,9,9,10.0,10.0,0.9,25.0,0,45,0,3,0,0,215,126,31,2,1,62,3,2,0,60
9493,4,1.0,1.0,1.0,1,0,0,0,10.0,10.0,1.46,80.0,0,1,1,3,9,0,1897,166,2,1,0,206,3,0,0,42
9494,3,1.0,1.0,2.0,2,0,14,14,9.0,10.0,1.45,70.0,0,1,1,0,0,0,290,126,38,7,1,6,3,0,1,25
9495,5,1.0,1.0,3.0,2,0,1,1,10.0,10.0,0.12,110.0,0,1,1,3,0,0,1365,166,30,1,1,170,3,0,1,25
9496,5,1.5,3.0,3.0,2,4,14,14,10.0,10.0,1.56,125.0,0,1,1,0,40,1,810,398,39,1,13,120,3,0,20,27
9497,2,1.0,1.0,1.0,1,3,2,2,9.0,9.0,0.22,50.0,0,1,1,3,0,0,686,126,2,1,0,115,3,0,0,42
9498,11,3.0,4.0,7.0,9,3,3,3,10.0,10.0,0.51,230.0,0,1,1,0,21,1,904,323,32,23,1,32,3,0,1,25
9499,5,1.0,1.0,5.0,2,10,0,0,10.0,10.0,1.46,130.0,0,0,1,3,21,0,1611,126,30,1,1,170,0,2,20,23
9500,4,1.0,0.0,2.0,1,7,32,32,10.0,10.0,3.64,70.0,0,1,1,3,71,0,612,126,38,1,1,90,3,0,0,25
9501,3,1.0,0.0,2.0,2,0,1,1,8.0,10.0,0.11,37.0,0,43,1,0,33,0,622,126,38,1,13,126,2,0,20,27
9502,1,2.0,1.0,1.0,1,16,1,1,10.0,10.0,0.1,120.0,0,45,0,3,0,0,215,126,31,2,1,62,3,2,0,60
9503,2,1.0,1.0,1.0,1,5,0,0,10.0,10.0,1.46,59.0,0,1,1,0,0,0,256,126,28,3,5,115,3,1,0,23
9504,2,1.0,1.0,1.0,1,11,0,0,10.0,10.0,1.46,150.0,0,1,1,0,0,0,256,126,28,3,5,115,3,1,0,23
9505,8,2.0,2.0,4.0,4,0,2,2,10.0,10.0,0.23,130.0,0,1,1,3,33,1,1983,126,36,1,1,35,3,0,15,21
9506,3,1.0,1.0,1.0,1,7,1,1,10.0,10.0,0.1,150.0,0,1,1,0,0,0,256,126,28,3,1,115,3,1,0,23
9507,2,1.0,1.0,1.0,1,11,1,1,10.0,10.0,0.1,150.0,0,1,1,0,0,0,256,126,28,3,5,115,3,1,0,23
9508,2,1.0,1.0,1.0,1,5,1,1,10.0,10.0,0.1,150.0,0,1,1,0,0,0,256,126,28,3,5,115,3,1,0,23
9509,2,1.0,1.0,1.0,1,5,1,1,10.0,10.0,0.1,150.0,0,1,1,0,0,0,256,126,28,3,1,115,3,1,0,23
9510,4,1.0,1.0,1.0,2,8,3,3,9.0,10.0,0.31,49.0,0,36,1,3,0,0,1877,125,39,1,12,124,3,0,15,25
9511,4,1.0,1.0,1.0,2,0,4,4,9.0,9.0,0.45,65.0,0,1,0,3,9,0,1249,126,26,1,4,170,3,0,15,33
9512,4,1.0,1.0,2.0,2,20,19,19,9.0,10.0,2.14,60.0,0,44,1,3,0,0,943,126,2,1,4,135,3,0,8,33
9513,2,1.0,1.0,2.0,1,1,80,80,9.0,10.0,8.63,35.0,0,1,1,3,0,0,1972,41,38,16,12,92,3,2,1,25
9514,2,1.0,1.0,1.0,1,2,72,72,9.0,10.0,8.0,60.0,0,1,1,0,0,0,1972,41,38,1,1,92,3,2,1,25
9515,5,1.0,2.0,2.0,3,14,19,19,10.0,10.0,3.65,75.0,0,1,1,0,0,1,349,321,39,1,13,170,3,0,8,27
9516,8,3.0,3.0,4.0,1,6,9,9,10.0,10.0,1.0,550.0,0,1,1,3,0,0,1567,126,30,1,6,130,3,0,0,23
9517,4,1.5,1.0,4.0,1,5,84,84,9.0,10.0,9.06,38.0,0,1,1,0,0,0,1972,41,38,1,1,92,3,2,8,25
9518,6,3.0,3.0,4.0,2,7,13,13,10.0,10.0,1.43,88.0,0,41,1,4,40,0,1553,153,6,1,13,170,3,0,4,29
9519,2,1.0,1.0,1.0,1,4,3,3,10.0,10.0,0.35,60.0,0,37,1,0,0,1,188,126,38,19,12,170,3,1,0,25
9520,4,1.0,1.0,1.0,1,15,10,10,10.0,10.0,1.14,85.0,0,28,1,3,9,0,1432,166,26,1,4,170,3,0,0,33
9521,5,2.0,1.0,2.0,1,0,20,20,10.0,9.0,2.96,85.0,0,28,1,3,9,0,1432,166,26,1,4,170,3,0,0,33
9522,4,1.0,1.0,1.0,1,16,8,8,10.0,9.0,0.92,85.0,0,28,1,3,9,0,1432,166,26,1,4,170,3,0,0,33
9523,8,3.5,4.0,8.0,1,0,9,9,9.0,10.0,1.0,200.0,0,1,1,4,9,1,565,126,38,1,10,122,3,0,0,23
9524,8,2.0,2.0,5.0,4,7,35,35,10.0,10.0,4.71,98.0,0,1,1,3,54,1,1433,126,39,1,13,90,3,0,15,27
9525,4,1.0,2.0,2.0,1,15,8,8,10.0,9.0,0.89,80.0,0,28,1,3,9,0,1432,166,26,1,4,170,3,0,0,33
9526,6,2.0,3.0,4.0,1,0,5,5,9.0,10.0,0.69,160.0,0,46,1,0,21,0,1781,126,36,1,11,128,3,0,0,23
9527,2,1.0,1.0,1.0,1,3,2,2,10.0,10.0,0.2,120.0,0,1,1,0,0,0,649,166,39,19,13,170,3,1,0,29
9528,6,2.5,3.0,6.0,1,10,25,25,10.0,10.0,2.86,220.0,0,1,1,4,9,1,565,126,38,1,10,122,3,0,0,23
9529,2,1.0,1.0,1.0,2,0,3,3,10.0,10.0,0.56,109.0,0,1,1,3,9,0,830,126,37,1,13,124,3,0,20,29
9530,6,1.0,2.0,4.0,1,11,0,0,10.0,10.0,1.46,100.0,0,1,1,3,46,0,183,126,28,1,1,122,3,0,0,21
9531,4,1.0,1.0,1.0,3,6,38,38,9.0,9.0,4.0,37.0,0,24,1,0,0,0,686,166,26,1,4,92,3,0,1,44
9532,4,1.0,1.0,1.0,1,0,35,35,9.0,10.0,3.56,40.0,0,24,1,0,0,0,686,166,26,1,4,92,3,0,0,44
9533,6,3.0,3.0,6.0,1,0,5,5,10.0,10.0,0.57,180.0,0,1,1,4,9,1,565,126,38,1,1,122,3,0,0,23
9534,4,1.0,2.0,2.0,1,9,16,16,10.0,10.0,1.8,80.0,0,1,1,3,21,1,1788,166,39,1,13,170,3,0,0,29
9535,5,2.0,2.0,4.0,1,3,22,22,10.0,10.0,2.44,100.0,0,1,1,0,21,1,50,166,14,1,3,205,3,0,0,27
9536,4,2.5,2.0,4.0,1,24,11,11,10.0,10.0,1.24,100.0,0,1,1,0,0,0,119,227,2,1,0,166,3,0,0,42
9537,2,1.0,1.0,1.0,1,6,16,16,9.0,10.0,1.99,30.0,0,1,1,4,0,0,1335,264,34,1,1,170,2,2,0,21
9538,2,1.0,1.0,1.0,1,15,3,3,10.0,10.0,0.34,66.0,0,1,1,3,0,1,469,125,37,1,10,34,3,0,0,21
9539,4,2.0,2.0,2.0,4,13,28,28,10.0,10.0,3.16,95.0,0,1,1,0,0,1,731,166,39,1,13,170,3,0,1,27
9540,4,2.0,2.0,2.0,2,16,21,21,10.0,9.0,2.37,70.0,0,1,1,3,21,1,349,126,39,1,0,158,3,0,4,48
9541,3,1.0,1.0,3.0,1,2,3,3,10.0,10.0,0.34,54.0,0,1,0,3,0,0,171,126,39,1,10,170,1,0,0,23
9542,4,1.0,2.0,2.0,2,15,16,16,10.0,10.0,1.88,102.0,0,36,1,3,0,0,1877,125,39,1,6,124,3,0,13,23
9543,4,1.0,1.0,2.0,2,16,22,22,10.0,10.0,2.46,65.0,0,1,1,3,33,0,237,126,39,1,0,170,3,0,24,21
9544,1,1.0,1.0,1.0,1,22,11,11,10.0,10.0,1.78,40.0,0,1,0,0,0,1,1659,126,6,14,2,87,2,2,0,29
9545,3,2.0,1.0,0.0,1,12,8,8,10.0,10.0,0.9,113.0,0,46,1,3,21,0,701,114,39,1,5,125,3,0,0,21
9546,4,2.5,1.0,1.0,2,5,0,0,10.0,10.0,1.46,49.0,0,1,0,3,21,1,1556,126,2,1,0,124,3,0,0,48
9547,11,3.0,3.0,4.0,6,16,0,0,10.0,10.0,1.46,955.0,0,1,1,0,0,0,1433,166,30,1,6,92,3,0,15,23
9548,2,1.0,1.0,1.0,1,0,41,41,10.0,10.0,5.97,55.0,0,1,1,0,33,1,1337,126,39,1,13,31,3,0,0,29
9549,4,1.0,1.0,1.0,2,23,1,1,10.0,10.0,0.21,230.0,0,1,1,0,0,0,1433,166,30,1,1,92,3,0,0,23
9550,4,1.0,1.0,2.0,2,10,4,4,10.0,10.0,0.63,75.0,0,1,1,3,9,0,222,311,40,1,1,124,3,0,0,25
9551,4,1.0,1.0,1.0,2,6,61,61,10.0,10.0,6.31,100.0,0,1,1,0,0,1,1308,126,26,7,1,33,3,0,8,25
9552,4,1.0,1.0,1.0,2,17,2,2,10.0,10.0,0.23,200.0,0,1,1,0,0,0,1433,166,30,1,6,92,3,0,0,23
9553,3,1.0,1.0,2.0,2,25,0,0,10.0,10.0,1.46,190.0,0,1,1,0,0,0,1433,166,30,1,6,92,3,0,0,23
9554,2,1.0,1.0,1.0,1,4,28,28,10.0,9.0,3.15,21.0,0,1,1,0,0,1,646,126,14,1,3,170,3,2,4,56
9555,4,1.0,2.0,2.0,1,30,0,0,10.0,10.0,1.46,80.0,0,46,0,4,21,0,701,114,39,1,13,125,3,0,0,29
9556,4,2.0,2.0,2.0,4,0,0,0,10.0,10.0,1.46,714.0,0,0,0,2,0,0,265,398,39,23,13,170,0,0,0,29
9557,2,1.0,1.0,1.0,1,18,3,3,10.0,9.0,0.31,45.0,0,1,1,3,0,0,701,126,12,14,2,170,2,2,0,29
9558,5,2.0,2.0,4.0,2,2,61,61,10.0,9.0,6.63,45.0,0,1,1,3,33,1,1824,126,14,1,3,118,3,0,1,58
9559,4,2.0,2.0,3.0,2,6,53,53,10.0,10.0,5.93,65.0,0,1,1,3,57,1,1672,166,30,1,1,90,3,0,26,25
9560,8,3.0,4.0,4.0,4,24,1,1,10.0,10.0,1.0,200.0,0,1,1,0,46,1,792,126,12,1,2,130,2,0,41,31
9561,2,1.0,1.0,1.0,2,7,76,76,10.0,9.0,7.84,35.0,0,1,1,3,0,1,106,126,26,2,4,67,3,1,15,52
9562,4,1.0,2.0,3.0,1,13,0,0,10.0,10.0,1.46,168.0,0,45,0,6,0,0,1140,166,2,14,0,130,3,0,0,46
9563,4,1.0,2.0,2.0,1,0,6,6,10.0,10.0,0.65,900.0,0,1,1,3,0,0,50,126,39,1,13,170,3,0,0,29
9564,4,1.0,0.0,2.0,2,0,46,46,10.0,10.0,10.22,74.0,0,1,1,0,0,1,210,126,32,1,1,26,3,0,15,25
9565,4,2.0,2.0,2.0,2,22,18,18,10.0,9.0,2.01,159.0,0,1,1,3,0,0,184,166,30,1,6,170,2,0,15,23
9566,3,1.0,1.0,1.0,2,5,20,20,10.0,10.0,2.26,50.0,0,1,1,3,0,0,498,126,36,1,13,92,3,0,8,29
9567,3,1.0,0.0,2.0,2,15,30,30,10.0,10.0,3.33,57.0,0,1,1,0,40,1,1348,166,36,1,10,170,3,0,13,23
9568,9,1.0,2.0,5.0,4,4,38,38,9.0,9.0,4.13,93.0,0,1,1,3,0,0,1648,282,30,1,4,91,3,0,40,33
9569,4,1.0,1.0,1.0,2,15,69,69,10.0,10.0,7.47,100.0,0,1,1,0,0,1,1308,126,26,7,8,33,3,0,8,25
9570,6,2.0,2.0,2.0,1,5,3,3,10.0,10.0,0.34,140.0,0,1,1,0,33,1,1500,166,32,1,13,90,3,0,0,27
9571,2,1.0,1.0,1.0,1,23,2,2,8.0,10.0,0.23,90.0,0,1,0,3,0,0,1541,126,32,12,8,166,3,2,0,25
9572,2,1.0,1.0,1.0,1,2,6,6,10.0,10.0,0.75,30.0,0,45,1,4,0,0,215,126,31,2,4,62,3,1,0,44
9573,3,1.0,1.0,2.0,1,26,5,5,10.0,10.0,0.56,75.0,0,1,1,3,40,1,446,126,38,1,5,74,3,0,1,21
9574,3,1.0,1.0,3.0,1,22,0,0,10.0,10.0,1.46,75.0,0,1,0,3,0,0,1541,126,32,12,8,166,3,2,0,25
9575,2,1.0,1.0,1.0,1,4,2,2,9.0,10.0,1.18,30.0,0,45,1,4,0,0,215,126,31,2,4,62,3,1,0,44
9576,2,1.0,1.0,1.0,1,4,9,9,10.0,9.0,1.8,30.0,0,45,1,0,0,0,215,126,31,2,4,62,3,1,0,44
9577,4,1.0,2.0,2.0,1,4,0,0,10.0,10.0,1.46,101.0,0,45,1,4,0,0,215,126,31,2,4,62,3,1,0,44
9578,2,1.0,1.0,1.0,1,2,4,4,10.0,9.0,0.57,9.0,0,45,0,0,0,0,215,126,31,2,4,62,3,2,0,44
9579,4,1.0,2.0,2.0,2,0,41,41,10.0,9.0,4.56,75.0,0,1,1,3,0,1,545,126,31,1,7,92,3,0,15,60
9580,4,1.5,2.0,2.0,1,23,6,6,10.0,10.0,0.68,80.0,0,1,0,0,0,1,686,126,2,1,0,166,3,0,0,48
9581,5,1.0,2.0,3.0,2,1,22,22,10.0,10.0,4.05,90.0,0,1,1,4,33,1,1524,166,39,1,13,170,3,0,20,29
9582,2,1.0,1.0,1.0,1,14,36,36,9.0,10.0,3.74,69.0,0,1,1,0,0,0,592,126,39,1,12,92,3,2,0,25
9583,8,4.0,4.0,5.0,1,0,0,0,10.0,10.0,1.46,2000.0,0,1,1,3,5,0,181,126,37,23,13,122,3,0,0,29
9584,5,1.0,2.0,4.0,1,27,9,9,9.0,10.0,1.54,65.0,0,1,0,3,9,0,1788,166,14,1,3,170,2,0,0,56
9585,2,1.0,1.0,1.0,1,0,20,20,10.0,10.0,2.23,35.0,0,1,0,0,0,0,251,126,14,1,3,124,3,2,0,58
9586,4,1.0,1.0,1.0,2,3,30,30,10.0,9.0,3.1,45.0,0,1,1,0,21,1,1582,126,26,1,4,126,3,0,8,52
9587,2,1.0,0.0,1.0,2,3,18,18,7.0,9.0,2.04,55.0,0,46,1,3,73,0,691,166,18,1,0,130,3,0,8,21
9588,3,1.0,1.0,2.0,1,0,1,1,10.0,10.0,0.29,80.0,0,1,1,3,0,0,1052,126,32,2,1,85,3,2,0,25
9589,2,1.0,1.0,2.0,1,25,1,1,10.0,10.0,0.14,130.0,0,1,1,0,0,0,1579,126,28,1,1,89,3,0,0,23
9590,6,2.0,2.0,3.0,1,15,6,6,10.0,10.0,1.19,190.0,0,1,1,0,9,0,701,298,30,1,6,92,3,0,0,25
9591,4,1.0,1.0,2.0,2,21,57,57,9.0,10.0,5.94,85.0,0,1,1,3,0,0,829,126,30,1,13,130,3,0,50,29
9592,4,1.0,1.0,3.0,1,25,1,1,10.0,10.0,0.26,151.0,0,1,1,0,0,0,1579,126,28,1,5,89,3,0,0,23
9593,5,2.0,3.0,5.0,1,0,0,0,10.0,10.0,1.46,150.0,0,1,1,0,0,0,85,126,36,1,10,166,3,0,36,23
9594,4,1.0,1.0,2.0,1,0,0,0,10.0,10.0,1.46,175.0,0,1,1,0,0,0,330,126,39,1,13,156,3,0,0,27
9595,4,1.0,1.0,1.0,1,5,1,1,10.0,10.0,0.11,70.0,0,1,0,3,0,1,1939,126,32,1,1,166,1,0,0,25
9596,4,1.0,1.0,1.0,1,10,1,1,10.0,8.0,0.11,75.0,0,1,0,3,0,0,1761,126,39,7,0,170,2,0,0,46
9597,2,1.0,1.0,1.0,1,5,2,2,6.0,9.0,0.67,55.0,0,1,1,3,0,0,1923,107,26,1,4,170,3,0,0,33
9598,2,1.0,1.0,1.0,1,6,13,13,10.0,10.0,2.6,66.0,0,1,1,3,0,1,469,125,37,1,13,34,3,0,0,27
9599,6,1.5,3.0,4.0,2,0,25,25,10.0,10.0,2.92,94.0,0,1,1,0,33,1,69,166,34,1,9,92,3,0,15,25
9600,4,1.0,2.0,2.0,4,10,30,30,10.0,10.0,3.36,120.0,0,43,1,3,21,1,1135,126,36,1,13,69,3,0,0,29
9601,5,2.0,2.0,5.0,1,0,1,1,8.0,10.0,0.11,100.0,0,1,1,4,0,0,508,126,37,1,5,125,3,0,0,21
9602,6,1.0,2.0,3.0,1,26,9,9,10.0,10.0,1.01,139.0,0,1,1,0,0,0,1486,166,28,1,5,170,3,0,0,21
9603,2,1.0,1.0,1.0,1,25,36,36,10.0,10.0,4.01,34.0,0,1,1,3,0,1,538,110,26,1,4,122,3,2,0,33
9604,4,1.0,1.0,1.0,2,0,1,1,10.0,10.0,0.2,95.0,0,1,1,0,0,0,1648,282,30,1,13,91,3,0,1,29
9605,11,5.0,5.0,6.0,11,0,0,0,10.0,10.0,1.46,2025.0,0,1,0,2,30,0,1769,319,39,23,1,118,3,0,0,23
9606,2,1.0,1.0,1.0,1,7,0,0,10.0,10.0,1.46,300.0,0,1,1,3,0,1,1140,126,30,2,1,128,3,1,1,23
9607,2,1.0,1.0,1.0,1,23,0,0,10.0,10.0,1.46,80.0,0,1,1,0,0,0,119,227,2,1,0,166,3,2,0,42
9608,8,2.0,4.0,1.0,4,29,3,3,10.0,10.0,0.83,115.0,0,1,1,0,0,0,431,126,39,1,5,135,3,0,1,23
9609,2,1.0,1.0,1.0,1,6,0,0,10.0,10.0,1.46,80.0,0,1,1,3,0,1,1140,126,30,2,6,128,3,1,0,23
9610,2,1.0,1.0,1.0,1,0,21,21,9.0,10.0,2.4,50.0,0,1,1,3,0,0,403,166,36,1,10,170,3,0,0,23
9611,2,1.0,1.0,1.0,2,5,27,27,9.0,10.0,3.05,50.0,0,1,1,3,0,0,498,126,36,1,13,92,3,0,0,29
9612,2,1.0,1.0,1.0,1,12,0,0,10.0,10.0,1.46,100.0,0,1,1,3,0,1,1140,126,30,2,6,128,3,1,0,23
9613,2,1.0,1.0,2.0,1,0,5,5,10.0,9.0,1.15,38.0,0,1,1,0,0,0,659,166,31,7,7,153,3,2,0,60
9614,8,2.0,3.0,5.0,1,16,4,4,8.0,10.0,0.74,200.0,0,9,1,3,0,0,1887,166,30,1,6,170,1,0,0,25
9615,2,1.0,1.0,2.0,2,2,62,62,10.0,10.0,6.69,35.0,0,1,1,3,0,1,1147,354,39,1,13,115,3,0,1,29
9616,6,2.0,2.0,4.0,4,20,63,63,10.0,10.0,6.85,120.0,0,1,1,0,0,0,349,166,30,1,6,92,3,0,15,23
9617,6,2.0,2.0,4.0,1,0,0,0,10.0,10.0,1.46,100.0,0,1,1,3,46,0,181,126,37,1,0,122,3,0,0,40
9618,2,1.0,1.0,2.0,2,4,6,6,10.0,10.0,1.06,90.0,0,1,1,3,21,1,986,126,39,1,13,74,3,0,20,27
9619,2,1.0,1.0,1.0,1,0,1,1,10.0,10.0,0.11,99.0,0,1,1,0,0,0,386,217,39,1,13,57,3,0,8,29
9620,6,1.0,2.0,2.0,4,1,3,3,8.0,10.0,0.58,120.0,0,46,1,0,21,0,1781,126,36,1,13,128,3,0,8,27
9621,4,2.0,2.0,3.0,1,5,35,35,10.0,10.0,3.9,250.0,0,1,1,4,0,1,1140,166,39,1,6,125,3,0,26,25
9622,2,1.0,1.0,2.0,1,0,1,1,10.0,10.0,0.11,61.0,0,1,0,4,0,0,1213,126,37,1,13,33,3,2,0,27
9623,4,1.0,2.0,4.0,2,30,3,3,10.0,9.0,0.34,120.0,0,1,1,3,9,0,830,126,37,1,13,124,3,0,8,29
9624,2,1.0,1.0,1.0,1,1,30,30,10.0,9.0,5.52,42.0,0,1,1,4,0,0,1002,126,39,14,13,124,3,2,0,29
9625,1,2.0,1.0,1.0,1,0,1,1,8.0,10.0,1.0,15.0,0,19,0,0,0,0,875,166,31,1,1,170,1,2,0,60
9626,3,1.0,2.0,2.0,1,0,9,9,9.0,10.0,1.02,150.0,0,1,1,0,0,0,85,126,36,1,11,166,3,0,0,23
9627,4,1.0,2.0,2.0,2,12,2,2,10.0,10.0,0.39,99.0,0,1,0,4,0,0,1464,126,14,1,3,170,3,0,15,56
9628,6,2.0,2.0,3.0,1,4,63,63,9.0,10.0,6.68,80.0,0,1,1,0,0,1,1901,126,39,1,1,90,3,0,0,36
9629,7,1.0,1.0,4.0,4,10,1,1,6.0,10.0,0.53,140.0,0,1,1,3,9,0,1824,126,30,1,13,126,3,0,1,29
9630,1,1.0,1.0,1.0,1,0,1,1,10.0,10.0,0.1,30.0,0,1,1,3,0,0,1096,126,26,1,4,166,3,2,26,33
9631,10,3.5,3.0,5.0,1,29,1,1,8.0,10.0,0.32,850.0,0,40,0,3,0,0,1328,126,36,16,1,76,3,0,0,23
9632,3,1.0,1.0,2.0,2,10,11,11,9.0,10.0,1.22,60.0,0,1,1,3,9,1,1140,126,30,1,11,128,3,0,50,23
9633,6,2.0,2.0,3.0,6,15,37,37,9.0,10.0,4.48,89.0,0,46,1,0,33,0,1195,126,28,1,11,135,3,0,0,17
9634,4,1.0,1.0,1.0,4,10,39,39,10.0,10.0,4.32,85.0,0,1,1,0,21,0,1669,166,39,1,8,205,3,0,41,25
9635,5,2.0,2.0,2.0,4,1,0,0,10.0,10.0,1.46,120.0,0,1,1,0,0,0,498,126,36,1,13,92,3,0,20,29
9636,2,1.0,1.0,1.0,2,0,0,0,10.0,10.0,1.46,30.0,0,1,0,4,0,0,1777,166,34,1,1,170,3,2,1,36
9637,2,1.0,1.0,1.0,1,0,1,1,10.0,8.0,0.52,18.0,0,1,0,0,0,0,1237,294,26,1,4,92,3,2,6,54
9638,2,1.0,1.0,1.0,1,22,0,0,10.0,10.0,1.46,58.0,0,1,1,3,71,1,1939,166,36,1,11,166,3,0,0,23
9639,4,1.0,1.0,1.0,1,6,0,0,10.0,10.0,1.46,49.0,0,1,0,4,0,0,1073,395,30,1,6,124,2,0,0,23
9640,8,2.0,4.0,4.0,1,3,2,2,6.0,10.0,0.65,195.0,0,1,1,3,0,0,1634,126,38,1,13,34,3,0,0,27
9641,4,1.0,2.0,4.0,2,0,2,2,10.0,8.0,0.35,110.0,0,1,0,4,0,0,816,126,2,7,0,166,3,0,8,48
9642,3,1.0,1.0,2.0,2,4,40,40,9.0,10.0,4.58,79.0,0,1,1,0,0,1,324,126,28,1,1,170,3,0,15,23
9643,2,1.0,1.0,1.0,1,28,0,0,10.0,10.0,1.46,80.0,0,1,0,4,0,0,1246,30,2,1,0,166,3,0,0,42
9644,4,1.0,2.0,2.0,1,0,1,1,4.0,8.0,0.11,100.0,0,1,1,4,9,0,83,17,37,1,1,35,3,0,0,23
9645,2,1.0,1.0,1.0,1,0,1,1,10.0,10.0,0.11,74.0,0,37,1,0,9,0,1535,125,28,7,0,134,3,2,0,40
9646,2,1.0,1.0,2.0,1,0,0,0,10.0,10.0,1.46,95.0,0,1,1,3,0,0,839,166,39,1,6,170,3,2,0,23
9647,4,1.0,2.0,2.0,2,1,26,26,10.0,10.0,2.92,82.0,0,1,1,3,0,1,493,166,2,1,0,88,3,0,15,40
9648,4,1.0,2.0,4.0,2,22,5,5,9.0,10.0,0.95,60.0,0,1,1,0,0,1,737,126,31,1,7,126,3,0,40,60
9649,2,1.0,1.0,1.0,1,0,39,39,9.0,10.0,4.35,36.0,0,1,1,3,0,0,349,47,39,1,13,126,3,2,0,27
9650,2,1.0,1.0,1.0,1,19,21,21,8.0,9.0,2.67,45.0,0,1,1,3,0,0,629,126,39,1,6,90,3,2,15,23
9651,2,1.0,1.0,2.0,1,19,9,9,8.0,10.0,0.94,45.0,0,1,1,3,0,0,629,126,39,1,6,90,3,2,15,23
9652,4,1.0,1.0,1.0,1,13,0,0,10.0,10.0,1.46,140.0,0,1,1,3,46,0,248,178,30,1,6,122,3,0,0,25
9653,6,2.5,3.0,3.0,2,14,2,2,8.0,8.0,0.8,110.0,0,1,1,3,0,1,1670,126,6,1,3,125,3,0,26,56
9654,4,1.0,1.0,2.0,2,30,10,10,9.0,10.0,1.6,60.0,0,1,1,3,0,1,1788,166,14,1,3,170,3,0,8,56
9655,6,2.0,2.0,2.0,2,17,15,15,9.0,9.0,1.82,100.0,0,1,1,3,0,1,1670,126,6,1,3,125,3,0,20,56
9656,4,1.0,1.0,2.0,2,5,61,61,10.0,10.0,6.78,55.0,0,1,1,3,0,1,301,126,34,1,1,92,3,0,1,36
